name,generation,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,,,,,,,,,,,,,,,,,
Darkrai,4,1,Dark,,1.5,50.5,1,Bad Dreams,,,600,70,90,90,125,3,0,270,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Shaymin Land Forme,4,1,Grass,,0.2,2.1,1,Natural Cure,,,600,100,100,100,100,45,100,270,Medium Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Shaymin Sky Forme,4,2,Grass,Flying,0.4,5.2,1,Serene Grace,,,600,100,103,75,127,45,100,270,Medium Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Arceus,4,1,Normal,,3.2,320,1,Multitype,,,720,120,120,120,120,3,0,324,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Victini,5,2,Psychic,Fire,0.4,4,1,Victory Star,,,600,100,100,100,100,3,100,270,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Snivy,5,1,Grass,,0.6,8.1,2,Overgrow,,Contrary,308,45,45,55,63,45,70,62,Medium Slow,2,Field,Grass,87.5,20,1,,,,,,,,,,,,,,,,,
Servine,5,1,Grass,,0.8,16,2,Overgrow,,Contrary,413,60,60,75,83,45,70,145,Medium Slow,2,Field,Grass,87.5,20,1,,,,,,,,,,,,,,,,,
Serperior,5,1,Grass,,3.3,63,2,Overgrow,,Contrary,528,75,75,95,113,45,70,238,Medium Slow,2,Field,Grass,87.5,20,1,,,,,,,,,,,,,,,,,
Tepig,5,1,Fire,,0.5,9.9,2,Blaze,,Thick Fat,308,65,63,45,45,45,70,62,Medium Slow,1,Field,,87.5,20,1,,,,,,,,,,,,,,,,,
Pignite,5,2,Fire,Fighting,1,55.5,2,Blaze,,Thick Fat,418,90,93,55,55,45,70,146,Medium Slow,1,Field,,87.5,20,1,,,,,,,,,,,,,,,,,
Emboar,5,2,Fire,Fighting,1.6,150,2,Blaze,,Reckless,528,110,123,65,65,45,70,238,Medium Slow,1,Field,,87.5,20,1,,,,,,,,,,,,,,,,,
Oshawott,5,1,Water,,0.5,5.9,2,Torrent,,Shell Armor,308,55,55,45,45,45,70,62,Medium Slow,1,Field,,87.5,20,1,,,,,,,,,,,,,,,,,
Dewott,5,1,Water,,0.8,24.5,2,Torrent,,Shell Armor,413,75,75,60,60,45,70,145,Medium Slow,1,Field,,87.5,20,1,,,,,,,,,,,,,,,,,
Samurott,5,1,Water,,1.5,94.6,2,Torrent,,Shell Armor,528,95,100,85,70,45,70,238,Medium Slow,1,Field,,87.5,20,1,,,,,,,,,,,,,,,,,
Patrat,5,1,Normal,,0.5,11.6,3,Run Away,Keen Eye,Analytic,255,45,55,39,42,255,70,51,Medium Fast,1,Field,,50,15,1,,,,,,,,,,,,,,,,,
Watchog,5,1,Normal,,1.1,27,3,Illuminate,Keen Eye,Analytic,420,60,85,69,77,255,70,147,Medium Fast,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Lillipup,5,1,Normal,,0.4,4.1,3,Vital Spirit,Pickup,Run Away,275,45,60,45,55,255,70,55,Medium Slow,1,Field,,50,15,1,,,,,,,,,,,,,,,,,
Herdier,5,1,Normal,,0.9,14.7,3,Intimidate,Sand Rush,Scrappy,370,65,80,65,60,120,70,130,Medium Slow,1,Field,,50,15,1,,,,,,,,,,,,,,,,,
Stoutland,5,1,Normal,,1.2,61,3,Intimidate,Sand Rush,Scrappy,500,85,110,90,80,45,70,225,Medium Slow,1,Field,,50,15,1,,,,,,,,,,,,,,,,,
Purrloin,5,1,Dark,,0.4,10.1,3,Limber,Unburden,Prankster,281,41,50,37,66,255,70,56,Medium Fast,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Liepard,5,1,Dark,,1.1,37.5,3,Limber,Unburden,Prankster,446,64,88,50,106,90,70,156,Medium Fast,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Pansage,5,1,Grass,,0.6,10.5,2,Gluttony,,Overgrow,316,50,53,48,64,190,70,63,Medium Fast,1,Field,,87.5,20,1,,,,,,,,,,,,,,,,,
Simisage,5,1,Grass,,1.1,30.5,2,Gluttony,,Overgrow,498,75,98,63,101,75,70,174,Medium Fast,1,Field,,87.5,20,1,,,,,,,,,,,,,,,,,
Pansear,5,1,Fire,,0.6,11,2,Gluttony,,Blaze,316,50,53,48,64,190,70,63,Medium Fast,1,Field,,87.5,20,1,,,,,,,,,,,,,,,,,
Simisear,5,1,Fire,,1,28,2,Gluttony,,Blaze,498,75,98,63,101,75,70,174,Medium Fast,1,Field,,87.5,20,1,,,,,,,,,,,,,,,,,
Panpour,5,1,Water,,0.6,13.5,2,Gluttony,,Torrent,316,50,53,48,64,190,70,63,Medium Fast,1,Field,,87.5,20,1,,,,,,,,,,,,,,,,,
Simipour,5,1,Water,,1,29,2,Gluttony,,Torrent,498,75,98,63,101,75,70,174,Medium Fast,1,Field,,87.5,20,1,,,,,,,,,,,,,,,,,
Munna,5,1,Psychic,,0.6,23.3,3,Forewarn,Synchronize,Telepathy,292,76,25,45,24,190,70,58,Fast,1,Field,,50,10,1,,,,,,,,,,,,,,,,,
Musharna,5,1,Psychic,,1.1,60.5,3,Forewarn,Synchronize,Telepathy,487,116,55,85,29,75,70,170,Fast,1,Field,,50,10,1,,,,,,,,,,,,,,,,,
Pidove,5,2,Normal,Flying,0.3,2.1,3,Big Pecks,Super Luck,Rivalry,264,50,55,50,43,255,70,53,Medium Slow,1,Flying,,50,15,1,,,,,,,,,,,,,,,,,
Tranquill,5,2,Normal,Flying,0.6,15,3,Big Pecks,Super Luck,Rivalry,358,62,77,62,65,120,70,125,Medium Slow,1,Flying,,50,15,1,,,,,,,,,,,,,,,,,
Unfezant,5,2,Normal,Flying,1.2,29,3,Big Pecks,Super Luck,Rivalry,488,80,115,80,93,45,70,220,Medium Slow,1,Flying,,50,15,1,,,,,,,,,,,,,,,,,
Blitzle,5,1,Electric,,0.8,29.8,3,Lightning Rod,Motor Drive,Sap Sipper,295,45,60,32,76,190,70,59,Medium Fast,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Zebstrika,5,1,Electric,,1.6,79.5,3,Lightning Rod,Motor Drive,Sap Sipper,497,75,100,63,116,75,70,174,Medium Fast,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Roggenrola,5,1,Rock,,0.4,18,3,Sturdy,Weak Armor,Sand Force,280,55,75,85,15,255,70,56,Medium Slow,1,Mineral,,50,15,0.5,,,,,,,,,,,,,,,,,
Boldore,5,1,Rock,,0.9,102,3,Sturdy,Weak Armor,Sand Force,390,70,105,105,20,120,70,137,Medium Slow,1,Mineral,,50,15,0.5,,,,,,,,,,,,,,,,,
Gigalith,5,1,Rock,,1.7,260,3,Sturdy,Sand Stream,Sand Force,515,85,135,130,25,45,70,232,Medium Slow,1,Mineral,,50,15,0.5,,,,,,,,,,,,,,,,,
Woobat,5,2,Psychic,Flying,0.4,2.1,3,Unaware,Klutz,Simple,323,65,45,43,72,190,70,65,Medium Fast,2,Field,Flying,50,15,1,,,,,,,,,,,,,,,,,
Swoobat,5,2,Psychic,Flying,0.9,10.5,3,Unaware,Klutz,Simple,425,67,57,55,114,45,70,149,Medium Fast,2,Field,Flying,50,15,1,,,,,,,,,,,,,,,,,
Drilbur,5,1,Ground,,0.3,8.5,3,Sand Rush,Sand Force,Mold Breaker,328,60,85,40,68,120,70,66,Medium Fast,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Excadrill,5,2,Ground,Steel,0.7,40.4,3,Sand Rush,Sand Force,Mold Breaker,508,110,135,60,88,60,70,178,Medium Fast,1,Field,,50,20,0.5,,,,,,,,,,,,,,,,,
Audino,5,1,Normal,,1.1,31,3,Healer,Regenerator,Klutz,445,103,60,86,50,255,70,390,Fast,1,Fairy,,50,20,1,,,,,,,,,,,,,,,,,
Mega Audino,5,2,Normal,Fairy,1.5,32,1,Healer,,,545,103,60,126,50,255,70,425,Fast,1,Fairy,,50,20,1,,,,,,,,,,,,,,,,,
Timburr,5,1,Fighting,,0.6,12.5,3,Guts,Sheer Force,Iron Fist,305,75,80,55,35,180,70,61,Medium Slow,1,Human-Like,,75,20,1,,,,,,,,,,,,,,,,,
Gurdurr,5,1,Fighting,,1.2,40,3,Guts,Sheer Force,Iron Fist,405,85,105,85,40,90,70,142,Medium Slow,1,Human-Like,,75,20,1,,,,,,,,,,,,,,,,,
Conkeldurr,5,1,Fighting,,1.4,87,3,Guts,Sheer Force,Iron Fist,505,105,140,95,45,45,70,227,Medium Slow,1,Human-Like,,75,20,1,,,,,,,,,,,,,,,,,
Tympole,5,1,Water,,0.5,4.5,3,Swift Swim,Hydration,Water Absorb,294,50,50,40,64,255,70,59,Medium Slow,1,Water 1,,50,20,1,,,,,,,,,,,,,,,,,
Palpitoad,5,2,Water,Ground,0.8,17,3,Swift Swim,Hydration,Water Absorb,384,75,65,55,69,120,70,134,Medium Slow,1,Water 1,,50,20,1,,,,,,,,,,,,,,,,,
Seismitoad,5,2,Water,Ground,1.5,62,3,Swift Swim,Poison Touch,Water Absorb,509,105,95,75,74,45,70,229,Medium Slow,1,Water 1,,50,20,1,,,,,,,,,,,,,,,,,
Throh,5,1,Fighting,,1.3,55.5,3,Guts,Inner Focus,Mold Breaker,465,120,100,85,45,45,70,163,Medium Fast,1,Human-Like,,100,20,1,,,,,,,,,,,,,,,,,
Sawk,5,1,Fighting,,1.4,51,3,Sturdy,Inner Focus,Mold Breaker,465,75,125,75,85,45,70,163,Medium Fast,1,Human-Like,,100,20,1,,,,,,,,,,,,,,,,,
Sewaddle,5,2,Bug,Grass,0.3,2.5,3,Swarm,Chlorophyll,Overcoat,310,45,53,70,42,255,70,62,Medium Slow,1,Bug,,50,15,1,,,,,,,,,,,,,,,,,
Swadloon,5,2,Bug,Grass,0.5,7.3,3,Leaf Guard,Chlorophyll,Overcoat,380,55,63,90,42,120,70,133,Medium Slow,1,Bug,,50,15,1,,,,,,,,,,,,,,,,,
Leavanny,5,2,Bug,Grass,1.2,20.5,3,Swarm,Chlorophyll,Overcoat,500,75,103,80,92,45,70,225,Medium Slow,1,Bug,,50,15,1,,,,,,,,,,,,,,,,,
Venipede,5,2,Bug,Poison,0.4,5.3,3,Poison Point,Swarm,Speed Boost,260,30,45,59,57,255,70,52,Medium Slow,1,Bug,,50,15,1,,,,,,,,,,,,,,,,,
Whirlipede,5,2,Bug,Poison,1.2,58.5,3,Poison Point,Swarm,Speed Boost,360,40,55,99,47,120,70,126,Medium Slow,1,Bug,,50,15,1,,,,,,,,,,,,,,,,,
Scolipede,5,2,Bug,Poison,2.5,200.5,3,Poison Point,Swarm,Speed Boost,485,60,100,89,112,45,70,218,Medium Slow,1,Bug,,50,20,1,,,,,,,,,,,,,,,,,
Cottonee,5,2,Grass,Fairy,0.3,0.6,3,Prankster,Infiltrator,Chlorophyll,280,40,27,60,66,190,70,56,Medium Fast,2,Fairy,Grass,50,20,1,,,,,,,,,,,,,,,,,
Whimsicott,5,2,Grass,Fairy,0.7,6.6,3,Prankster,Infiltrator,Chlorophyll,480,60,67,85,116,75,70,168,Medium Fast,2,Fairy,Grass,50,20,1,,,,,,,,,,,,,,,,,
Petilil,5,1,Grass,,0.5,6.6,3,Chlorophyll,Own Tempo,Leaf Guard,280,45,35,50,30,190,70,56,Medium Fast,1,Grass,,0,20,1,,,,,,,,,,,,,,,,,
Lilligant,5,1,Grass,,1.1,16.3,3,Chlorophyll,Own Tempo,Leaf Guard,480,70,60,75,90,75,70,168,Medium Fast,1,Grass,,0,20,1,,,,,,,,,,,,,,,,,
Basculin Red-Striped Form,5,1,Water,,1,18,3,Reckless,Adaptability,Mold Breaker,460,70,92,65,98,25,70,161,Medium Fast,1,Water 2,,50,40,1,,,,,,,,,,,,,,,,,
Basculin Blue-Striped Form,5,1,Water,,1,18,3,Rock Head,Adaptability,Mold Breaker,460,70,92,65,98,25,70,161,Medium Fast,1,Water 2,,50,40,1,,,,,,,,,,,,,,,,,
Sandile,5,2,Ground,Dark,0.7,15.2,3,Intimidate,Moxie,Anger Point,292,50,72,35,65,180,70,58,Medium Slow,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Krokorok,5,2,Ground,Dark,1,33.4,3,Intimidate,Moxie,Anger Point,351,60,82,45,74,90,70,123,Medium Slow,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Krookodile,5,2,Ground,Dark,1.5,96.3,3,Intimidate,Moxie,Anger Point,519,95,117,80,92,45,70,234,Medium Slow,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Darumaka,5,1,Fire,,0.6,37.5,2,Hustle,,Inner Focus,315,70,90,45,50,120,70,63,Medium Slow,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Galarian Darumaka,5,1,Ice,,0.7,40,2,Hustle,,Inner Focus,315,70,90,45,50,,,,Medium Slow,1,Field,,,20,1,,,,,,,,,,,,,,,,,
Darmanitan Standard Mode,5,1,Fire,,1.3,92.9,2,Sheer Force,,Zen Mode,480,105,140,55,95,60,70,168,Medium Slow,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Darmanitan Zen Mode,5,2,Fire,Psychic,1.3,92.9,2,Sheer Force,,Zen Mode,540,105,30,105,55,60,70,189,Medium Slow,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Darmanitan Galarian Standard Mode,5,1,Ice,,1.7,120,2,Gorilla Tactics,,Zen Mode,480,105,140,55,95,,,,Medium Slow,1,Field,,,20,1,,,,,,,,,,,,,,,,,
Darmanitan Galarian Zen Mode,5,2,Ice,Fire,1.7,120,2,Gorilla Tactics,,Zen Mode,540,105,160,55,135,,,,,0,,,,,1,,,,,,,,,,,,,,,,,
Maractus,5,1,Grass,,1,28,3,Water Absorb,Chlorophyll,Storm Drain,461,75,86,67,60,255,70,161,Medium Fast,1,Grass,,50,20,1,,,,,,,,,,,,,,,,,
Dwebble,5,2,Bug,Rock,0.3,14.5,3,Sturdy,Shell Armor,Weak Armor,325,50,65,85,55,190,70,65,Medium Fast,2,Bug,Mineral,50,20,0.5,,,,,,,,,,,,,,,,,
Crustle,5,2,Bug,Rock,1.4,200,3,Sturdy,Shell Armor,Weak Armor,485,70,105,125,45,75,70,170,Medium Fast,2,Bug,Mineral,50,20,0.5,,,,,,,,,,,,,,,,,
Scraggy,5,2,Dark,Fighting,0.6,11.8,3,Shed Skin,Moxie,Intimidate,348,50,75,70,48,180,35,70,Medium Fast,2,Dragon,Field,50,15,1,,,,,,,,,,,,,,,,,
Scrafty,5,2,Dark,Fighting,1.1,30,3,Shed Skin,Moxie,Intimidate,488,65,90,115,58,90,70,171,Medium Fast,2,Dragon,Field,50,15,1,,,,,,,,,,,,,,,,,
Sigilyph,5,2,Psychic,Flying,1.4,14,3,Wonder Skin,Magic Guard,Tinted Lens,490,72,58,80,97,45,70,172,Medium Fast,1,Flying,,50,20,1,,,,,,,,,,,,,,,,,
Yamask,5,1,Ghost,,0.5,1.5,1,Mummy,,,303,38,30,85,30,190,70,61,Medium Fast,2,Amorphous,Mineral,50,25,0,,,,,,,,,,,,,,,,,
Galarian Yamask,5,2,Ground,Ghost,0.5,1.5,1,Wandering Spirit,,,303,38,55,85,30,,,,Medium Fast,2,Amorphous,Mineral,,25,0,,,,,,,,,,,,,,,,,
Cofagrigus,5,1,Ghost,,1.7,76.5,1,Mummy,,,483,58,50,145,30,90,70,169,Medium Fast,2,Amorphous,Mineral,50,25,0,,,,,,,,,,,,,,,,,
Tirtouga,5,2,Water,Rock,0.7,16.5,3,Solid Rock,Sturdy,Swift Swim,355,54,78,103,22,45,70,71,Medium Fast,2,Water 1,Water 3,87.5,30,0.5,,,,,,,,,,,,,,,,,
Carracosta,5,2,Water,Rock,1.2,81,3,Solid Rock,Sturdy,Swift Swim,495,74,108,133,32,45,70,173,Medium Fast,2,Water 1,Water 3,87.5,30,0.5,,,,,,,,,,,,,,,,,
Archen,5,2,Rock,Flying,0.5,9.5,1,Defeatist,,,401,55,112,45,70,45,70,71,Medium Fast,2,Flying,Water 3,87.5,30,0.5,,,,,,,,,,,,,,,,,
Archeops,5,2,Rock,Flying,1.4,32,1,Defeatist,,,567,75,140,65,110,45,70,177,Medium Fast,2,Flying,Water 3,87.5,30,0.5,,,,,,,,,,,,,,,,,
Trubbish,5,1,Poison,,0.6,31,3,Stench,Sticky Hold,Aftermath,329,50,50,62,65,190,70,66,Medium Fast,1,Mineral,,50,20,1,,,,,,,,,,,,,,,,,
Garbodor,5,1,Poison,,1.9,107.3,3,Stench,Weak Armor,Aftermath,474,80,95,82,75,60,70,166,Medium Fast,1,Mineral,,50,20,1,,,,,,,,,,,,,,,,,
Zorua,5,1,Dark,,0.7,12.5,1,Illusion,,,330,40,65,40,65,75,70,66,Medium Slow,1,Field,,87.5,25,1,,,,,,,,,,,,,,,,,
Zoroark,5,1,Dark,,1.6,81.1,1,Illusion,,,510,60,105,60,105,45,70,179,Medium Slow,1,Field,,87.5,20,1,,,,,,,,,,,,,,,,,
Minccino,5,1,Normal,,0.4,5.8,3,Cute Charm,Technician,Skill Link,300,55,50,40,75,255,70,60,Fast,1,Field,,25,15,1,,,,,,,,,,,,,,,,,
Cinccino,5,1,Normal,,0.5,7.5,3,Cute Charm,Technician,Skill Link,470,75,95,60,115,60,70,165,Fast,1,Field,,25,15,1,,,,,,,,,,,,,,,,,
Gothita,5,1,Psychic,,0.4,5.8,3,Frisk,Competitive,Shadow Tag,290,45,30,50,45,200,70,58,Medium Slow,1,Human-Like,,25,20,1,,,,,,,,,,,,,,,,,
Gothorita,5,1,Psychic,,0.7,18,3,Frisk,Competitive,Shadow Tag,390,60,45,70,55,100,70,137,Medium Slow,1,Human-Like,,25,20,1,,,,,,,,,,,,,,,,,
Gothitelle,5,1,Psychic,,1.5,44,3,Frisk,Competitive,Shadow Tag,490,70,55,95,65,50,70,221,Medium Slow,1,Human-Like,,25,20,1,,,,,,,,,,,,,,,,,
Solosis,5,1,Psychic,,0.3,1,3,Overcoat,Magic Guard,Regenerator,290,45,30,40,20,200,70,58,Medium Slow,1,Amorphous,,50,20,1,,,,,,,,,,,,,,,,,
Duosion,5,1,Psychic,,0.6,8,3,Overcoat,Magic Guard,Regenerator,370,65,40,50,30,100,70,130,Medium Slow,1,Amorphous,,50,20,1,,,,,,,,,,,,,,,,,
Reuniclus,5,1,Psychic,,1,20.1,3,Overcoat,Magic Guard,Regenerator,490,110,65,75,30,50,70,221,Medium Slow,1,Amorphous,,50,20,1,,,,,,,,,,,,,,,,,
Ducklett,5,2,Water,Flying,0.5,5.5,3,Keen Eye,Big Pecks,Hydration,305,62,44,50,55,190,70,61,Medium Fast,2,Flying,Water 1,50,20,1,,,,,,,,,,,,,,,,,
Swanna,5,2,Water,Flying,1.3,24.2,3,Keen Eye,Big Pecks,Hydration,473,75,87,63,98,45,70,166,Medium Fast,2,Flying,Water 1,50,20,1,,,,,,,,,,,,,,,,,
Vanillite,5,1,Ice,,0.4,5.7,3,Ice Body,Snow Cloak,Weak Armor,305,36,50,50,44,255,70,61,Slow,1,Mineral,,50,20,1,,,,,,,,,,,,,,,,,
Vanillish,5,1,Ice,,1.1,41,3,Ice Body,Snow Cloak,Weak Armor,395,51,65,65,59,120,70,138,Slow,1,Mineral,,50,20,1,,,,,,,,,,,,,,,,,
Vanilluxe,5,1,Ice,,1.3,57.5,3,Ice Body,Snow Warning,Weak Armor,535,71,95,85,79,45,70,241,Slow,1,Mineral,,50,20,1,,,,,,,,,,,,,,,,,
Deerling,5,2,Normal,Grass,0.6,19.5,3,Chlorophyll,Sap Sipper,Serene Grace,335,60,60,50,75,190,70,67,Medium Fast,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Sawsbuck,5,2,Normal,Grass,1.9,92.5,3,Chlorophyll,Sap Sipper,Serene Grace,475,80,100,70,95,75,70,166,Medium Fast,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Emolga,5,2,Electric,Flying,0.4,5,2,Static,,Motor Drive,428,55,75,60,103,200,70,150,Medium Fast,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Karrablast,5,1,Bug,,0.5,5.9,3,Swarm,Shed Skin,No Guard,315,50,75,45,60,200,70,63,Medium Fast,1,Bug,,50,15,1,,,,,,,,,,,,,,,,,
Escavalier,5,2,Bug,Steel,1,33,3,Swarm,Shell Armor,Overcoat,495,70,135,105,20,75,70,173,Medium Fast,1,Bug,,50,15,0.5,,,,,,,,,,,,,,,,,
Foongus,5,2,Grass,Poison,0.2,1,2,Effect Spore,,Regenerator,294,69,55,45,15,190,70,59,Medium Fast,1,Grass,,50,20,1,,,,,,,,,,,,,,,,,
Amoonguss,5,2,Grass,Poison,0.6,10.5,2,Effect Spore,,Regenerator,464,114,85,70,30,75,70,162,Medium Fast,1,Grass,,50,20,1,,,,,,,,,,,,,,,,,
Frillish,5,2,Water,Ghost,1.2,33,3,Water Absorb,Cursed Body,Damp,335,55,40,50,40,190,70,67,Medium Fast,1,Amorphous,,50,20,0,,,,,,,,,,,,,,,,,
Jellicent,5,2,Water,Ghost,2.2,135,3,Water Absorb,Cursed Body,Damp,480,100,60,70,60,60,70,168,Medium Fast,1,Amorphous,,50,20,0,,,,,,,,,,,,,,,,,
Alomomola,5,1,Water,,1.2,31.6,3,Healer,Hydration,Regenerator,470,165,75,80,65,75,70,165,Fast,2,Water 1,Water 2,50,40,1,,,,,,,,,,,,,,,,,
Joltik,5,2,Bug,Electric,0.1,0.6,3,Compound Eyes,Unnerve,Swarm,319,50,47,50,65,190,70,64,Medium Fast,1,Bug,,50,20,1,,,,,,,,,,,,,,,,,
Galvantula,5,2,Bug,Electric,0.8,14.3,3,Compound Eyes,Unnerve,Swarm,472,70,77,60,108,75,70,165,Medium Fast,1,Bug,,50,20,1,,,,,,,,,,,,,,,,,
Ferroseed,5,2,Grass,Steel,0.6,18.8,2,Iron Barbs,,Anticipation,305,44,50,91,10,255,70,61,Medium Fast,2,Grass,Mineral,50,20,0.5,,,,,,,,,,,,,,,,,
Ferrothorn,5,2,Grass,Steel,1,110,2,Iron Barbs,,Anticipation,489,74,94,131,20,90,70,171,Medium Fast,2,Grass,Mineral,50,20,0.5,,,,,,,,,,,,,,,,,
Klink,5,1,Steel,,0.3,21,3,Plus,Minus,Clear Body,300,40,55,70,30,130,70,60,Medium Slow,1,Mineral,,,20,0.5,,,,,,,,,,,,,,,,,
Klang,5,1,Steel,,0.6,51,3,Plus,Minus,Clear Body,440,60,80,95,50,60,70,154,Medium Slow,1,Mineral,,,20,0.5,,,,,,,,,,,,,,,,,
Klinklang,5,1,Steel,,0.6,81,3,Plus,Minus,Clear Body,520,60,100,115,90,30,70,234,Medium Slow,1,Mineral,,,20,0.5,,,,,,,,,,,,,,,,,
Tynamo,5,1,Electric,,0.2,0.3,1,Levitate,,,275,35,55,40,60,190,70,55,Slow,1,Amorphous,,50,20,1,,,,,,,,,,,,,,,,,
Eelektrik,5,1,Electric,,1.2,22,1,Levitate,,,405,65,85,70,40,60,70,142,Slow,1,Amorphous,,50,20,1,,,,,,,,,,,,,,,,,
Eelektross,5,1,Electric,,2.1,80.5,1,Levitate,,,515,85,115,80,50,30,70,232,Slow,1,Amorphous,,50,20,1,,,,,,,,,,,,,,,,,
Elgyem,5,1,Psychic,,0.5,9,3,Telepathy,Synchronize,Analytic,335,55,55,55,30,255,70,67,Medium Fast,1,Human-Like,,50,20,1,,,,,,,,,,,,,,,,,
Beheeyem,5,1,Psychic,,1,34.5,3,Telepathy,Synchronize,Analytic,485,75,75,75,40,90,70,170,Medium Fast,1,Human-Like,,50,20,1,,,,,,,,,,,,,,,,,
Litwick,5,2,Ghost,Fire,0.3,3.1,3,Flash Fire,Flame Body,Infiltrator,275,50,30,55,20,190,70,55,Medium Slow,1,Amorphous,,50,20,0,,,,,,,,,,,,,,,,,
Lampent,5,2,Ghost,Fire,0.6,13,3,Flash Fire,Flame Body,Infiltrator,370,60,40,60,55,90,70,130,Medium Slow,1,Amorphous,,50,20,0,,,,,,,,,,,,,,,,,
Chandelure,5,2,Ghost,Fire,1,34.3,3,Flash Fire,Flame Body,Infiltrator,520,60,55,90,80,45,70,234,Medium Slow,1,Amorphous,,50,20,0,,,,,,,,,,,,,,,,,
Axew,5,1,Dragon,,0.6,18,3,Rivalry,Mold Breaker,Unnerve,320,46,87,60,57,75,35,64,Slow,2,Dragon,Monster,50,40,1,,,,,,,,,,,,,,,,,
Fraxure,5,1,Dragon,,1,36,3,Rivalry,Mold Breaker,Unnerve,410,66,117,70,67,60,35,144,Slow,2,Dragon,Monster,50,40,1,,,,,,,,,,,,,,,,,
Haxorus,5,1,Dragon,,1.8,105.5,3,Rivalry,Mold Breaker,Unnerve,540,76,147,90,97,45,35,243,Slow,2,Dragon,Monster,50,40,1,,,,,,,,,,,,,,,,,
Cubchoo,5,1,Ice,,0.5,8.5,3,Snow Cloak,Slush Rush,Rattled,305,55,70,40,40,120,70,61,Medium Fast,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Beartic,5,1,Ice,,2.6,260,3,Snow Cloak,Slush Rush,Swift Swim,505,95,130,80,50,60,70,177,Medium Fast,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Cryogonal,5,1,Ice,,1.1,148,1,Levitate,,,515,80,50,50,105,25,70,180,Medium Fast,1,Mineral,,,25,1,,,,,,,,,,,,,,,,,
Shelmet,5,1,Bug,,0.4,7.7,3,Hydration,Shell Armor,Overcoat,305,50,40,85,25,200,70,61,Medium Fast,1,Bug,,50,15,1,,,,,,,,,,,,,,,,,
Accelgor,5,1,Bug,,0.8,25.3,3,Hydration,Sticky Hold,Unburden,495,80,70,40,145,75,70,173,Medium Fast,1,Bug,,50,15,1,,,,,,,,,,,,,,,,,
Stunfisk,5,2,Ground,Electric,0.7,11,3,Static,Limber,Sand Veil,471,109,66,84,32,75,70,165,Medium Fast,2,Amorphous,Water 1,50,20,1,,,,,,,,,,,,,,,,,
Galarian Stunfisk,5,2,Ground,Steel,0.7,20.5,1,Mimicry,,,471,109,81,99,32,,,,Medium Fast,2,Amorphous,Water 1,,20,0.5,,,,,,,,,,,,,,,,,
Mienfoo,5,1,Fighting,,0.9,20,3,Inner Focus,Regenerator,Reckless,350,45,85,50,65,180,70,70,Medium Slow,2,Field,Human-Like,50,25,1,,,,,,,,,,,,,,,,,
Mienshao,5,1,Fighting,,1.4,35.5,3,Inner Focus,Regenerator,Reckless,510,65,125,60,105,45,70,179,Medium Slow,2,Field,Human-Like,50,25,1,,,,,,,,,,,,,,,,,
Druddigon,5,1,Dragon,,1.6,139,3,Rough Skin,Sheer Force,Mold Breaker,485,77,120,90,48,45,70,170,Medium Fast,2,Dragon,Monster,50,30,1,,,,,,,,,,,,,,,,,
Golett,5,2,Ground,Ghost,1,92,3,Iron Fist,Klutz,No Guard,303,59,74,50,35,190,70,61,Medium Fast,1,Mineral,,,25,0,,,,,,,,,,,,,,,,,
Golurk,5,2,Ground,Ghost,2.8,330,3,Iron Fist,Klutz,No Guard,483,89,124,80,55,90,70,169,Medium Fast,1,Mineral,,,25,0,,,,,,,,,,,,,,,,,
Pawniard,5,2,Dark,Steel,0.5,10.2,3,Defiant,Inner Focus,Pressure,340,45,85,70,60,120,35,68,Medium Fast,1,Human-Like,,50,20,0.5,,,,,,,,,,,,,,,,,
Bisharp,5,2,Dark,Steel,1.6,70,3,Defiant,Inner Focus,Pressure,490,65,125,100,70,45,35,172,Medium Fast,1,Human-Like,,50,20,0.5,,,,,,,,,,,,,,,,,
